,CESIUSD Index,CESIG10 Index,CESIJPY Index,CESICNY Index,CESIEUR Index
2009-05-21,44.4,31.4,-29.4,-23.9,34.4
2009-05-20,46.2,38.8,32,-25.2,32.5
2009-05-19,46.1,35.2,5.4,-26.3,29.4
2009-05-18,46.1,29.8,5.7,-27.4,9.4
2009-05-15,42.7,29.3,5.1,-30.4,11.6
2009-05-14,27.1,23.9,-0.3,-31.3,12.5
2009-05-13,29.3,25.1,-0.2,-32.1,12.8
2009-05-12,40.2,28.1,-8.2,-19.7,11.5
2009-05-11,38.4,25.8,-8.2,-27.7,10.7
2009-05-08,37,25.3,-6.6,-33.5,9
2009-05-07,29.4,18.5,-5.7,-34.7,3.1
2009-05-06,25.7,11.4,-5.1,-35.8,-11.6
2009-05-05,23.3,6.2,-4.6,-36.8,-13.4
2009-05-04,18.3,1.4,-3.2,-37.8,-20.9
2009-05-01,18.3,1.4,-3.2,-40.3,-20.9
2009-04-30,11.5,-1,8.9,-41,-22.3
2009-04-29,5.9,-5.3,-2.3,-41.8,-23.5
2009-04-28,31.4,3.8,-5.2,-42.4,-26.3
2009-04-27,21.3,-3.1,-6.8,-43.1,-34.3
2009-04-24,23.8,-1.7,-9.3,-44.9,-30.8
2009-04-23,22.5,-6.7,-9.8,-45.5,-49.4
2009-04-22,23,-8.2,-10.3,-46.1,-52.9
2009-04-21,23.4,-7.2,-10.6,-46.6,-51.7
2009-04-20,22.8,-12.7,-11,-44.8,-69
2009-04-17,24.8,-10.6,-12.4,-43.3,-63.9
2009-04-16,22.5,-10.9,-12.6,-43.1,-62.7
2009-04-15,14.6,-17.4,-12.9,-116.5,-73.6
2009-04-14,4.7,-21.3,-13.2,-116.6,-72.9
2009-04-13,17.7,-18.3,-33.1,-116.9,-71
2009-04-09,17.7,-18.3,-33.1,-124.2,-71
2009-04-08,-13.9,-32.7,-33.7,-124.2,-71.2
2009-04-07,-16.1,-33.6,-37.7,-124.2,-67.9
2009-04-06,-16.1,-36.3,-38.2,-124.2,-74.6
2009-04-03,-14.6,-38.4,-39.5,-124.6,-83.7
2009-04-02,-11.3,-38.6,-39.9,-124.8,-85.6
2009-04-01,-9.1,-33.5,1,-124.9,-87.1
2009-03-31,-11.2,-34,0.8,-125.1,-81.5
2009-03-30,-6.6,-30.5,15.6,-125.4,-82.7
2009-03-27,-7,-30.6,19,-126,-83.6
2009-03-26,-7.7,-31.5,18.9,-126.3,-85.9
2009-03-25,-12.5,-30.9,18.8,-126.5,-84.5
2009-03-24,-22.6,-35.6,16.3,-126.7,-85
2009-03-23,-22.9,-38,14.1,-127,-82.4
2009-03-20,-23.3,-39.5,10.5,-127.7,-85.3
2009-03-19,-23.5,-41,9.7,-128,-86.2
2009-03-18,-26.3,-43.4,9,-128.2,-87
2009-03-17,-30.7,-45.1,-9.4,-128.5,-89.3
2009-03-16,-33.3,-49.4,-10,-128.7,-100.6
2009-03-13,-20.7,-49.3,-9.3,-134.1,-119.4
2009-03-12,-28.9,-51.9,-9.4,-136.8,-121.1
2009-03-11,-42.2,-53.5,-16.5,-75.2,-103.8
2009-03-10,-41.6,-47.2,-25.4,-1.3,-85.2
2009-03-09,-44.2,-48.2,-25.5,-1.9,-86.3
2009-03-06,-47.9,-49.5,-25.9,-20.5,-84.8
2009-03-05,-33.7,-44,-27.1,-23.7,-84.5
2009-03-04,-35.5,-45,-28.1,-26.3,-83.4
2009-03-03,-39.8,-47.8,-28.9,-28.5,-86.5
2009-03-02,-41.4,-49.5,-29.6,-30.5,-88.4
2009-02-27,-54,-56.5,-31.3,-35.2,-92.4
2009-02-26,-44.3,-47.2,-42.2,-36.5,-69.6
2009-02-25,-36.6,-34.4,-42.7,-37.7,-37.1
2009-02-24,-37.7,-36.1,-43.2,-38.8,-37.9
2009-02-23,-26.3,-32.6,-43.6,-39.9,-41
2009-02-20,-29.3,-36.9,-44.8,-42.6,-54.6
2009-02-19,-34.1,-38.5,-45.2,-43.5,-49.6
2009-02-18,-26.8,-36.9,-45.6,-44.2,-53.3
2009-02-17,-24.2,-36.7,-43.9,-45,-56.3
2009-02-13,-26,-50.5,-45.2,-47.7,-95.6
2009-02-12,-23.3,-47.3,-46.4,-48.3,-88.6
2009-02-11,-44.5,-57,-47.3,-48.8,-90.2
2009-02-10,-33.8,-53.8,-47.9,-38.3,-91.6
2009-02-09,-36,-55.8,-48.5,-45.8,-94.3
2009-02-06,-40,-59.2,-59.1,-55.7,-95.9
2009-02-05,-26.5,-48,-59.5,-57.7,-87.3
2009-02-04,-22.5,-41.9,-59.8,-59.6,-72.9
2009-02-03,-34.6,-47.9,-60.2,-61.2,-74.8
2009-02-02,-37.1,-49.5,-60.6,-62.7,-77.8
2009-01-30,-39.2,-59.4,-86.5,-66.6,-95.6
2009-01-29,-69.2,-68.5,-61,-67.7,-97.7
2009-01-28,-65.9,-66.1,-61.4,-68.7,-93.1
2009-01-27,-68.9,-66.8,-60.6,-69.7,-94.8
2009-01-26,-68.5,-76,-60.3,-70.7,-126.8
2009-01-23,-76.3,-81.7,-55.4,-73.3,-136.9
2009-01-22,-78.5,-86.8,-54.7,-74,-149
2009-01-21,-79.1,-85.7,-54.2,-89.7,-147.7
2009-01-20,-80.7,-88,-53.8,-90.5,-152
2009-01-16,-85.7,-102.1,-52,-99,-186.5
2009-01-15,-70,-96.3,-51.9,-103,-188.6
2009-01-14,-77.7,-92.1,-32.2,-106,-171.5
2009-01-13,-49.7,-81.3,-32.9,-108.5,-173.3
2009-01-12,-91.1,-97.6,-33.9,-118.9,-174.9
2009-01-09,-100.5,-104.9,-36.1,-123.3,-185.3
2009-01-08,-99.6,-101.5,-36.5,-124.3,-181.1
2009-01-07,-101.4,-96.9,-36.8,-125.3,-165.4
2009-01-06,-103.1,-97.8,-37.1,-126.3,-167.5
2009-01-05,-113.3,-102.9,-41.6,-127.3,-169.5
2009-01-02,-117.3,-103.3,-47.9,-130.1,-163.7
2008-12-31,-112.6,-101.8,-51.3,-131.8,-162.8
2008-12-30,-112.6,-101.8,-51.3,-132.6,-162.8
2008-12-29,-104.5,-95.6,-52.2,-133.4,-152.5
2008-12-26,-118.4,-97.1,-43.3,-135.7,-140.9
2008-12-24,-118.4,-97.1,-43.3,-137.1,-140.9
2008-12-23,-118.4,-97.1,-43.3,-137.8,-140.9
2008-12-22,-122.1,-99.4,-44.8,-138.5,-144.7
2008-12-19,-127.8,-106.5,-48.5,-140.4,-158.6
2008-12-18,-129.2,-104.9,-49.5,-141,-145.9
2008-12-17,-134.8,-103.4,-50.5,-141.6,-128.8
2008-12-16,-136.1,-103.8,-51.4,-142.2,-130.6
2008-12-15,-129.3,-103,-57.4,-140.6,-132.3
2008-12-12,-130,-101.3,-52.7,-115.6,-130.4
2008-12-11,-140.6,-105,-53.1,-121.6,-130.1
2008-12-10,-128.1,-99.6,-53.5,-122.1,-130
2008-12-09,-129.7,-99.3,-51.9,-69.9,-130.1
2008-12-08,-133.6,-105.3,-36,-72.1,-153.9
2008-12-05,-140.6,-107.2,-34,-74.5,-153.6
2008-12-04,-120.3,-89.6,-34,-75.2,-127.4
2008-12-03,-121.9,-91.5,-34,-75.9,-132.4
2008-12-02,-114.3,-88.2,-34,-76.5,-134.1
2008-12-01,-115.9,-89.5,-34.1,-77.1,-137.5
2008-11-28,-117.6,-89.7,-34.4,-78.8,-143.4
2008-11-26,-119.9,-91.8,-33.1,-79.7,-146.6
2008-11-25,-108.4,-82.9,-29.5,-80.2,-134.7
2008-11-24,-116.9,-82.3,-27.4,-80.6,-119.1
2008-11-21,-114,-71.5,-24.1,-81.9,-88.7
2008-11-20,-113.6,-71.2,-23.4,-82.3,-91.8
2008-11-19,-111,-71.7,-22.9,-82.7,-93.9
2008-11-18,-102.6,-68.8,-22.4,-83.1,-95.7
2008-11-17,-110.3,-70.3,-21.9,-83.4,-97.2
2008-11-14,-120,-73.1,-14.6,-84.5,-97.8
2008-11-13,-102.7,-66.4,-14.3,-80.5,-98
2008-11-12,-104.8,-65.4,-14.1,-38.1,-92.4
2008-11-10,-101.1,-69.9,-13.7,-41.1,-111.6
2008-11-07,-96.2,-67.9,-14,-32.7,-111.9
2008-11-06,-87.2,-61.1,-13.8,-29.3,-99.9
2008-11-05,-86.2,-53.3,-13.7,-26.8,-72.6
2008-11-04,-79.9,-50,-13.6,-24.9,-72.8
2008-11-03,-79.4,-49.9,-10.8,-23.4,-73.6
2008-10-31,-71.4,-48.9,-6.9,-19.9,-80.2
2008-10-30,-59.2,-45.1,-13.4,-19.1,-81.5
2008-10-29,-62.5,-40.2,-12.7,-18.3,-61.3
2008-10-28,-64.2,-42.8,-27.2,-17.6,-62.2
2008-10-27,-43.7,-34.8,-26.7,-17,-63
2008-10-24,-43.5,-33.8,-28,-15.3,-58.1
2008-10-23,-43.2,-28.4,-28.2,-14.9,-45.4
2008-10-22,-42.9,-29.5,-28.3,-14.5,-47.4
2008-10-21,-41.4,-29.5,-27.3,-14.1,-50
2008-10-20,-40.5,-32.5,-27.4,-13.7,-60.1
2008-10-17,-38.8,-36.4,-27.4,24.7,-74.3
2008-10-16,-29.6,-33,-22.2,25,-77.4
2008-10-15,-18.5,-28.2,-22.2,25.4,-80
2008-10-14,-10.5,-25,-16.7,25.8,-82.4
2008-10-10,-6.9,-20.7,-17.8,43.9,-70
2008-10-09,-5.9,-24.2,-17.9,46.7,-72.7
2008-10-08,-5.4,-20.6,9.8,49.1,-74.9
2008-10-07,-3.1,-27.5,9.5,51.1,-100.8
2008-10-06,-1.7,-32,9.6,50.8,-118.1
2008-10-03,1.2,-32.3,16.5,52.4,-125.8
2008-10-02,7.9,-29.6,17.7,53.2,-128.9
2008-10-01,8.5,-30.5,18.6,53.9,-131.4
2008-09-30,27,-21.9,24.8,54.6,-135
2008-09-29,14.7,-26.2,52.1,55.3,-137.7
2008-09-26,16.1,-27,56.3,57.3,-144.1
2008-09-25,26.4,-23.6,57.4,58,-145.9
2008-09-24,33.6,-19.8,58.3,58.6,-143.1
2008-09-23,34,-9.4,59.7,59.2,-108.4
2008-09-22,34.5,-9.7,60.7,59.7,-110.1
2008-09-19,33.6,-11.9,63.2,61.4,-116
2008-09-18,33.4,-12.8,63.8,61.9,-118.5
2008-09-17,25.5,-19.8,57.2,62.4,-120.5
2008-09-16,26.6,-19.5,57.8,62.8,-122.3
2008-09-15,35.6,-23.8,58.4,63.3,-148.2
2008-09-12,46,-20.5,62.8,64.6,-157.6
2008-09-11,46.8,-21,58.8,86.4,-160.2
2008-09-10,63.2,-15,60.6,86.8,-162.5
2008-09-09,63.2,-15.6,57.2,81,-164.6
2008-09-08,64.7,-15.7,58.2,81.3,-166.4
2008-09-05,66.2,-16.2,61.5,88.7,-171.3
2008-09-04,73.6,-10.5,62.4,90.8,-164.2
2008-09-03,71.6,-6.8,63.3,92.4,-151.2
2008-09-02,71.2,-8,64,93.8,-151.8
2008-08-29,72.5,-12.5,45,98.2,-162
2008-08-28,62.5,-17.6,42.9,99,-164.7
2008-08-27,51.9,-23.4,43.4,99.9,-170.8
2008-08-26,50.5,-24.3,43.5,100.7,-172.3
2008-08-25,45.5,-17.1,43.8,101.4,-141.1
2008-08-22,45.8,-18.7,44.6,103.4,-146
2008-08-21,45.9,-18.5,44.9,104.1,-147.4
2008-08-20,46,-20.1,45.2,104.7,-148.7
2008-08-19,46.1,-21.7,45.5,105.3,-151
2008-08-18,46.1,-26.5,45.8,105.8,-166.1
2008-08-15,46.5,-26.1,46.1,107.5,-166.1
2008-08-14,44.2,-27.5,46.2,92.7,-166.9
2008-08-13,40,-30.6,51.5,110.9,-173.5
2008-08-12,41.9,-29.9,48,94.6,-174.3
2008-08-11,22,-39,47.5,94,-172.7
2008-08-08,22.2,-37.2,48.3,57.7,-171.9
2008-08-07,22.5,-35,48.5,58.1,-172
2008-08-06,22.6,-35.7,31.2,58.3,-168.2
2008-08-05,24.4,-30.1,31.4,58.6,-152.1
2008-08-04,23.8,-30.2,31.5,58.7,-152.3
2008-08-01,26.8,-29.6,32,59.2,-154.6
2008-07-31,23.4,-30.7,32.2,59.4,-155.2
2008-07-30,29.4,-27,31.6,59.5,-155.7
2008-07-29,31.6,-22.8,36.8,59.7,-147.5
2008-07-28,30.6,-22.9,41.4,59.9,-148
2008-07-25,35.1,-24.1,27.9,60.3,-149.8
2008-07-24,28.2,-24,25.8,60.5,-138.8
2008-07-23,29.1,-6,24.1,60.6,-85.9
2008-07-22,29.8,-7.2,22.7,60.8,-88.2
2008-07-21,29.9,-8.9,21.4,60.9,-94.3
2008-07-18,30.9,-12.5,18.7,61.4,-105.6
2008-07-17,31.3,-13.4,16,61.5,-107.9
2008-07-16,30,-15,14.2,0.5,-109.9
2008-07-15,22.5,-19,17,0.5,-111.7
2008-07-14,24.9,-14.6,15.8,0.5,-94.9
2008-07-11,27.3,-16.5,13.1,30.9,-104.1
2008-07-10,16.3,-21.2,14,35.8,-106.6
2008-07-09,16.8,-22.2,11.7,54.3,-108.7
2008-07-08,16.3,-25.9,-11.2,57.1,-110.5
2008-07-07,13.3,-27.7,-12,59.7,-112.2
2008-07-03,9,-23.2,-14.4,68,-89.9
2008-07-02,16.2,-19.1,-14.9,69.6,-90.7
2008-07-01,15,-20.4,-15.4,71.2,-92.5
2008-06-30,9.3,-23.7,-26.5,72.7,-93.9
2008-06-27,7.5,-25.4,-26.9,76.5,-98.1
2008-06-26,8,-22.9,-30.4,77.7,-91.7
2008-06-25,8,-21.9,-30.6,78.8,-88.7
2008-06-24,8,-22.1,-31.5,79.8,-89.8
2008-06-23,16.4,-22.1,-32.2,80.8,-101.2
2008-06-20,12.3,-16.8,-33.7,83.6,-78.2
2008-06-19,11.3,-17.7,-34.2,84.4,-77.6
2008-06-18,14.5,-22.3,-34.6,85.3,-77.2
2008-06-17,13.9,-22.3,-35,86.1,-76.4
2008-06-16,16.7,-16.9,-47.7,86.8,-55.6
2008-06-13,6.7,-20.5,-48.8,89,-54.9
2008-06-12,8.1,-20.7,-50.8,91.5,-54.8
2008-06-11,-2.1,-24.2,-51.2,92.2,-54.7
2008-06-10,-3.8,-23.6,-49.9,93.8,-54.7
2008-06-09,-2.6,-23.8,-56.2,68.4,-54.6
2008-06-06,-5.3,-21.9,-45.3,64.5,-50.7
2008-06-05,-0.9,-17.2,-41.1,61.5,-43.1
2008-06-04,-1.5,-14.4,-38,59.5,-31.3
2008-06-03,-4.5,-14.4,-35.7,58.1,-29.2
2008-06-02,-5.5,-14.9,-33.8,57,-28.6
2008-05-30,-9.7,-15,-29.7,55,-27.1
2008-05-29,-11,-14,-26.5,54.5,-26.7
2008-05-28,-11.4,-11,-25.6,54.2,-21
2008-05-27,-13.9,-11.5,-23,53.8,-21
2008-05-23,-17,-10.7,-24.8,53,-14.4
2008-05-22,-18.4,-8.7,-24.7,52.9,-5.9
2008-05-21,-19.5,-8.8,-24.6,52.8,-4.8
2008-05-20,-20.5,-16.7,-24.4,52.7,-26.5
2008-05-19,-22.7,-14.6,-22.2,52.7,-17.3
2008-05-16,-25.1,-15.3,-21.7,52.6,-16.6
2008-05-15,-25.3,-16,-26.8,52.5,-16.4
2008-05-14,-26.4,-19.3,-19,59.1,-31.5
2008-05-13,-25,-19.6,-22,88.7,-31.4
2008-05-12,-31.1,-24.1,-18,72,-31.2
2008-05-09,-32.3,-23.5,-13,70.3,-27.9
2008-05-08,-43.6,-28.1,-11.9,71.1,-27.1
2008-05-07,-44.1,-28,-11,71.7,-26.4
2008-05-06,-44.6,-26.1,-10.2,72.3,-21.5
2008-05-05,-58.2,-29.6,-7.7,72.8,-19.5
2008-05-02,-58.2,-29.6,-7.7,74.2,-19.5
2008-05-01,-69.8,-34.1,-7.2,74.6,-19.1
2008-04-30,-73.2,-35.3,-6.7,75,-18.8
2008-04-29,-77.2,-28.8,39.4,75.4,-19.7
2008-04-28,-80.4,-30,39.9,75.7,-20.7
2008-04-25,-85.5,-31.3,38.6,76.7,-17.7
2008-04-24,-86.1,-30.4,38.6,77,-14.2
2008-04-23,-83.6,-19,38.7,77.3,19.2
2008-04-22,-84.6,-16.8,38.8,77.6,26.9
2008-04-21,-85.5,-16.4,38.9,80.3,29.1
2008-04-18,-88,-14,51.8,84.4,33.7
2008-04-17,-88.7,-13.8,52,85.3,34.6
2008-04-16,-83.8,-11.2,52.2,86.1,35.3
2008-04-15,-86.3,-12.3,53.2,-12.1,36
2008-04-14,-96,-8.8,53.9,-11.7,58.4
2008-04-11,-98.2,-9,57.1,-10.7,59.1
2008-04-10,-93.2,-6.7,57.7,-6.4,59.4
2008-04-09,-75.2,0.6,59.3,-6.2,59.7
2008-04-08,-78,-0.8,59.9,-6.6,59.9
2008-04-07,-79.9,-1.8,60.4,-6.7,60.2
2008-04-04,-83.8,-3.2,61.7,-6.8,58.7
2008-04-03,-79.6,1.2,62.1,-6.8,66.8
2008-04-02,-82.8,0.6,62.4,-6.7,67.8
2008-04-01,-85,-0.3,62.8,-6.7,68.6
2008-03-31,-89.9,-0.5,73.7,-6.6,69.6
2008-03-28,-98.5,-3.2,63.6,-6.5,77.3
2008-03-27,-99.4,-2.7,68.3,-6.4,77.9
2008-03-26,-100.6,-3,68.6,-6.4,78.5
2008-03-25,-98.8,-11.9,69.1,-6.3,51.7
2008-03-24,-88.9,-8.9,71.3,-6.3,49.9
2008-03-20,-88.9,-8.9,71.3,-6.1,49.9
2008-03-19,-90.4,-11.2,71.6,-6.1,50.2
2008-03-18,-90.9,-11,72,-6,50.5
2008-03-17,-94,-12.4,72.3,-6,50.8
2008-03-14,-87.5,-10.6,73,-5.9,48
2008-03-13,-80.1,-7.6,73.2,-12.4,47.7
2008-03-12,-72.7,-4.8,73.4,-12.3,47.5
2008-03-11,-72.1,-6.9,53.5,-11.7,47.4
2008-03-10,-73.4,-12.2,53,-10.5,30.9
2008-03-07,-69.5,-17.2,13.6,34.5,29.4
2008-03-06,-62.1,-18,16.1,35.4,19.1
2008-03-05,-61.5,-16,17.6,36.1,24.3
2008-03-04,-64.9,-18.4,17.1,36.7,24.2
2008-03-03,-64.3,-17.4,17.1,37.2,26.5
2008-02-29,-64.6,-15.4,17.3,38.5,29.5
2008-02-28,-59.3,-13,5.9,38.9,32.3
2008-02-27,-55.6,-8.8,26.5,39.3,32.8
2008-02-26,-52.5,-8.3,25.3,39.6,30.3
2008-02-25,-41.6,-9,25,39.9,13.4
2008-02-22,-42.6,-6.5,24.4,40.8,23.9
2008-02-21,-42.9,-2.9,24.3,41.1,33.6
2008-02-20,-35.2,0.1,24.3,41.3,35.5
2008-02-19,-39.7,-1.8,24.2,41.6,36.3
2008-02-15,-39.4,-0.4,24.1,42.5,39.9
2008-02-14,-24.3,7.1,24.1,22.3,40.6
2008-02-13,-34.6,-0.6,-1.4,22.5,41.3
2008-02-12,-38.7,-1.9,0.6,25,42
2008-02-11,-39.4,-5.1,-0.4,28.3,31.3
2008-02-08,-40.8,-7,0.3,33.1,26.8
2008-02-07,-41.1,-8.5,0.3,34.1,27
2008-02-06,-41.4,-8.9,0.5,35,24.7
2008-02-05,-41.3,-9.7,0.7,35.8,24.1
2008-02-04,-18.1,-0.6,-1.5,36.5,23.7
2008-02-01,-17.6,-1.9,-4.3,38.3,21.7
2008-01-31,-20.4,0.7,-14.7,38.9,34.7
2008-01-30,-19.5,1.8,-15.2,39.4,39.3
2008-01-29,-5.9,9.1,-5.3,39.8,38.9
2008-01-28,-10.5,6.4,-7.3,40.3,37.5
2008-01-25,-5.1,11.4,-9.4,41.5,46.7
2008-01-24,-4.5,11.6,-9.9,41.9,46.4
2008-01-23,-4,7,-10.4,25.9,30.3
2008-01-22,-3.7,4.3,-11.3,25.9,23.4
2008-01-18,-3.8,2.9,-13.4,32.4,25.4
2008-01-17,-7.8,1.7,-17,33.2,25.7
2008-01-16,6.7,7.8,-17.4,34,26
2008-01-15,-4,2.5,-22.6,34.7,26.2
2008-01-14,2.1,5.8,-22.9,35.3,29.6
2008-01-11,-4.4,4.3,-22.9,36.9,32.2
2008-01-10,9.7,11.8,-22.9,41.6,32.8
2008-01-09,8.6,11.1,-23,42.1,33.4
2008-01-08,7.9,14.1,-23.1,42.5,44.1
2008-01-07,8.1,5,-24,42.9,14.1
2008-01-04,7.8,6.2,-25.4,44,18.6
2008-01-03,16.1,8.7,-25.7,44.4,18.9
2008-01-02,16,8.2,-26,44.7,17.6
2007-12-31,24.6,12.4,-26.6,45.4,18.1
2007-12-28,27.3,12.6,-27,46.2,18.7
2007-12-27,21.5,11.1,-31.3,46.5,18.9
2007-12-26,19.6,10.3,-31.4,46.8,19.1
2007-12-24,19.5,10.1,-31.2,47.3,18.6
2007-12-21,17.1,9.1,-31.3,48.1,18.5
2007-12-20,15.8,7.6,-31.4,48.3,16.5
2007-12-19,22,10.1,-31.5,48.5,16.4
2007-12-18,21.7,13.3,-31.6,48.8,27.8
2007-12-17,21.8,13.7,-31.7,49,27.8
2007-12-14,6.4,6.7,-31.3,49.6,27.2
2007-12-13,0.8,7.8,-4.1,45.5,27
2007-12-12,-22.7,-3.5,-5.8,41.1,27
2007-12-11,-23.5,-4.3,-10.5,41.9,26.9
2007-12-10,-25.4,-3.9,-10.6,35.7,32.3
2007-12-07,-29.4,-7.3,-21,36.7,32.3
2007-12-06,-33.4,-9.3,-9.6,36.9,30.8
2007-12-05,-34.3,-15.5,-8.6,37.2,12.4
2007-12-04,-34.9,-15.4,-7.8,37.4,11.5
2007-12-03,-36.3,-17.3,-7.2,37.6,6.7
2007-11-30,-39.9,-20.1,-5.7,38.1,0.2
2007-11-29,-43.6,-21.1,-3.4,38.3,1.4
2007-11-28,-43.5,-20.3,-4.8,38.4,0.3
2007-11-27,-43.7,-23.9,-4.4,38.6,-12.4
2007-11-26,-38.2,-30.6,-4,38.7,-43.8
2007-11-23,-39.7,-30.4,-3.2,39.2,-42
2007-11-21,-40.7,-27.7,-2.7,39.5,-35.5
2007-11-20,-40.8,-27.4,-2.5,39.6,-35.4
2007-11-19,-41.8,-27,-2.3,39.7,-35.3
2007-11-16,-42,-27.8,-1.8,40.1,-38
2007-11-15,-26.1,-21.3,-1.6,25,-38.8
2007-11-14,-30.6,-22.3,2.4,13.5,-39.4
2007-11-13,-31.1,-22.9,2.5,13.5,-39.9
2007-11-09,-25.2,-15.3,-5.1,12.7,-16.5
2007-11-08,-29.3,-15.8,-5.5,12.4,-16.9
2007-11-07,-28.3,-13.4,9,16.8,-17.2
2007-11-06,-27.6,-15.1,9.1,19.3,-23.3
2007-11-05,-27,-11,9.2,21,-10.5
2007-11-02,-29.6,-9.9,2.3,24.4,-7.9
2007-11-01,-38.6,-15,1.2,25.1,-5.7
2007-10-31,-36.6,-13.3,0.4,25.8,-4.2
2007-10-30,-50.3,-19,-0.4,26.5,-0.5
2007-10-29,-45.4,-16.3,3.9,27,0.4
2007-10-26,-46.2,-16.4,3.7,28.5,2.3
2007-10-25,-45.5,-15,7.2,30.7,4.4
2007-10-24,-42.2,-14.4,7.2,14.9,1.9
2007-10-23,-41.8,-14.8,7.2,15.2,-1.2
2007-10-22,-42,-15.7,7.1,15.5,-3.6
2007-10-19,-42.2,-15.5,6.9,16.3,-4.6
2007-10-18,-42.3,-16.2,6.8,16.6,-4.6
2007-10-17,-42.3,-17.1,6.8,16.8,-4.6
2007-10-16,-40.4,-16.7,4.8,17,-4.5
2007-10-15,-12.4,-6.7,4.7,28.6,-13
2007-10-12,-12.8,-8.3,2.4,44.2,-17.3
2007-10-11,-12.1,-8.3,2.2,47.4,-18.4
2007-10-10,-17.2,-9.9,7.3,50.1,-19.3
2007-10-09,-17.6,-10.2,7.2,52.4,-20
2007-10-05,-17.4,-11.4,9.9,59.8,-24.7
2007-10-04,-18.5,-12.7,11,61.3,-25.1
2007-10-03,-18.4,-12.6,11.7,62.7,-25.4
2007-10-02,-18.6,-11.7,12.3,63.9,-23.3
2007-10-01,-17.5,-10.6,12.8,65.2,-22.1
2007-09-28,-14,-8,12.1,68.4,-20.4
2007-09-27,-14.4,-6.8,10.7,69.4,-17.5
2007-09-26,-12.6,-5.7,10.9,70.3,-15.7
2007-09-25,-10.8,-7.1,11.5,71.2,-22.5
2007-09-24,-2.6,-1.2,8.7,72,-14.1
2007-09-21,-2.7,-0.8,5.3,74.4,-11.4
2007-09-20,-2.6,0.3,4.7,75.1,-10.5
2007-09-19,-7.3,-2.7,4.2,75.8,-10.1
2007-09-18,-6.8,-2.6,3.7,76.5,-12.8
2007-09-17,12.8,6,3.4,77.2,-13.1
2007-09-14,15.5,4.6,2.5,79,-21.1
2007-09-13,28.3,8.9,2.3,75.3,-22.9
2007-09-12,28.7,8.6,2.1,81.7,-24.4
2007-09-11,29.1,8.6,4.4,80.3,-25.7
2007-09-10,30.3,6.8,-24.6,86,-26.7
2007-09-07,34.8,7.6,-19,96.6,-29.3
2007-09-06,47.6,14.3,-18.9,99.1,-24.2
2007-09-05,45.5,21.5,-18.9,101.2,2.6
2007-09-04,49.5,21.3,-19.8,103.1,-1.1
2007-08-31,59.1,22,-21.4,109,-8.2
2007-08-30,59.3,20.6,-22.2,110.3,-11.3
2007-08-29,62.8,21.8,-22.4,111.4,-12.3
2007-08-28,64.6,22.4,-22.6,112.5,-13.2
2007-08-27,65,17.5,-22.8,113.6,-29.6
2007-08-24,70.8,18.6,-25,116.5,-32.2
2007-08-23,66.4,16.3,-25.6,117.4,-33.5
2007-08-22,66.4,16.3,-25.6,118.2,-33.5
2007-08-21,67.6,16.6,-25.8,119.1,-34.5
2007-08-20,69.4,19.4,-26.1,119.9,-27.5
2007-08-17,73.2,19.3,-26.7,122.1,-32.8
2007-08-16,76.9,20.5,-26.9,122.8,-34
2007-08-15,83.2,21.6,-27.1,127.9,-35.1
2007-08-14,64.1,13.4,-28.6,132.2,-36.1
2007-08-13,52.8,10.1,-32.2,133.5,-35.7
2007-08-10,56.4,11.5,-29,108.3,-37.4
2007-08-09,57.2,12,-31.5,109.3,-37.9
2007-08-08,58,11.2,-32.2,112.4,-38.4
2007-08-07,57.3,13.4,-10.2,114.5,-39
2007-08-06,54.5,14.1,-10.8,116.2,-33
2007-08-03,51.5,3.6,-12.1,120.1,-63.3
2007-08-02,63.6,9.3,-12.5,121.2,-62.2
2007-08-01,63.3,9.2,-12.9,122.2,-61.6
2007-07-31,66.5,10.6,-13.2,123.2,-61.1
2007-07-30,60,7.3,-16.3,124.1,-61.6
2007-07-27,63.4,8.7,-20.5,126.5,-59.1
2007-07-26,60.8,7.7,-20.8,127.3,-57.8
2007-07-25,64.3,8.8,-21.1,128,-60
2007-07-24,63.6,11.6,-25.3,128.7,-47.6
2007-07-23,63.4,9.3,-27.8,129.4,-46.7
2007-07-20,62.9,11.2,-32.4,131.3,-38.4
2007-07-19,62.9,10.8,-33.5,131.9,-36.8
2007-07-18,65.5,12.4,-34.5,58.6,-35.5
2007-07-17,65.2,13.1,-35.4,77.2,-34
2007-07-16,47.7,11.5,-32.8,88.2,-14.7
2007-07-13,42.8,12.3,-30.6,107.4,-8.7
2007-07-12,48.9,15.7,-29.5,111.8,-7.1
2007-07-11,48.3,16.1,-30.4,115.7,-5.8
2007-07-10,48.6,16.3,-33.4,119.1,-4.6
2007-07-09,48.6,16.1,-33.1,121.8,-3.6
2007-07-06,48.6,15.3,-47,108.9,-1.1
2007-07-05,47.8,9.6,-47.7,107.8,-16.4
2007-07-03,43.3,6.8,-48.8,106.8,-15.2
2007-07-02,44.1,8.2,-49.2,106.7,-13.1
2007-06-29,40.5,9.2,-52.4,107,-3.1
2007-06-28,36.9,9.1,-56.7,107.2,1.2
2007-06-27,38.8,11.4,-36.5,107.5,-1.7
2007-06-26,42.9,12,-36.3,107.8,-6
2007-06-25,47.3,14.4,-36.4,108.1,-4.3
